,Content ID,Reaction Type,Datetime,scores,content type,,,,
902,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,7/2/2020 22:14,20,cooking,,,,
903,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,2/16/2021 12:59,5,cooking,,,,
904,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,like,1/1/2021 1:06,50,cooking,,,,
905,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,4/16/2021 5:04,60,cooking,,,,
907,eec5e521-4c28-4e8a-93a9-d544803fad7e,dislike,6/22/2020 5:26,10,food,,,,
908,eec5e521-4c28-4e8a-93a9-d544803fad7e,like,3/7/2021 22:58,50,food,,,,
909,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,6/13/2021 16:33,45,food,,,,
910,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,11/29/2020 17:52,12,food,,,,
911,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,9/16/2020 6:44,5,food,,,,
912,eec5e521-4c28-4e8a-93a9-d544803fad7e,peeking,1/25/2021 20:18,35,food,,,,
913,eec5e521-4c28-4e8a-93a9-d544803fad7e,peeking,8/5/2020 20:00,35,food,,,,
914,eec5e521-4c28-4e8a-93a9-d544803fad7e,interested,8/13/2020 18:17,30,food,,,,
915,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,10/21/2020 0:53,45,food,,,,
916,eec5e521-4c28-4e8a-93a9-d544803fad7e,peeking,8/13/2020 11:18,35,food,,,,
917,eec5e521-4c28-4e8a-93a9-d544803fad7e,cherish,1/3/2021 15:07,70,food,,,,
918,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,11/11/2020 12:09,5,food,,,,
919,eec5e521-4c28-4e8a-93a9-d544803fad7e,super love,1/30/2021 7:11,75,food,,,,
920,eec5e521-4c28-4e8a-93a9-d544803fad7e,scared,3/25/2021 14:56,15,food,,,,
921,eec5e521-4c28-4e8a-93a9-d544803fad7e,interested,8/26/2020 19:33,30,food,,,,
922,eec5e521-4c28-4e8a-93a9-d544803fad7e,want,2/28/2021 2:47,70,food,,,,
923,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,7/10/2020 14:19,5,food,,,,
924,eec5e521-4c28-4e8a-93a9-d544803fad7e,scared,8/18/2020 9:56,15,food,,,,
925,eec5e521-4c28-4e8a-93a9-d544803fad7e,dislike,7/22/2020 20:32,10,food,,,,
926,eec5e521-4c28-4e8a-93a9-d544803fad7e,cherish,10/15/2020 4:11,70,food,,,,
927,eec5e521-4c28-4e8a-93a9-d544803fad7e,interested,10/22/2020 19:08,30,food,,,,
928,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,7/4/2020 12:35,12,food,,,,
929,eec5e521-4c28-4e8a-93a9-d544803fad7e,super love,8/12/2020 21:47,75,food,,,,
930,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,12/12/2020 13:04,5,food,,,,
931,eec5e521-4c28-4e8a-93a9-d544803fad7e,love,3/27/2021 20:10,65,food,,,,
932,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,4/18/2021 6:34,45,food,,,,
933,eec5e521-4c28-4e8a-93a9-d544803fad7e,peeking,11/29/2020 9:38,35,food,,,,
934,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,7/17/2020 5:35,12,food,,,,
935,eec5e521-4c28-4e8a-93a9-d544803fad7e,want,10/1/2020 4:13,70,food,,,,
936,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,6/4/2021 17:31,5,food,,,,
937,eec5e521-4c28-4e8a-93a9-d544803fad7e,cherish,11/22/2020 16:02,70,food,,,,
938,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,11/1/2020 3:02,12,food,,,,
939,eec5e521-4c28-4e8a-93a9-d544803fad7e,disgust,10/10/2020 23:55,0,food,,,,
940,eec5e521-4c28-4e8a-93a9-d544803fad7e,like,8/2/2020 5:53,50,food,,,,
941,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,11/12/2020 20:23,45,food,,,,
942,eec5e521-4c28-4e8a-93a9-d544803fad7e,love,1/25/2021 20:58,65,food,,,,
943,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,2/12/2021 12:06,5,food,,,,
944,eec5e521-4c28-4e8a-93a9-d544803fad7e,want,8/18/2020 3:41,70,food,,,,
946,07f88a73-aef2-45fd-8b5d-418e448b853d,cherish,3/12/2021 16:22,70,animals,,,,
947,07f88a73-aef2-45fd-8b5d-418e448b853d,intrigued,10/17/2020 10:20,45,animals,,,,
948,07f88a73-aef2-45fd-8b5d-418e448b853d,like,12/19/2020 16:42,50,animals,,,,
949,07f88a73-aef2-45fd-8b5d-418e448b853d,love,5/31/2021 5:46,65,animals,,,,
950,07f88a73-aef2-45fd-8b5d-418e448b853d,hate,12/27/2020 3:37,5,animals,,,,
951,07f88a73-aef2-45fd-8b5d-418e448b853d,scared,5/24/2021 20:32,15,animals,,,,
952,07f88a73-aef2-45fd-8b5d-418e448b853d,hate,1/19/2021 22:28,5,animals,,,,
953,07f88a73-aef2-45fd-8b5d-418e448b853d,cherish,3/2/2021 14:45,70,animals,,,,
954,07f88a73-aef2-45fd-8b5d-418e448b853d,adore,2/12/2021 16:37,72,animals,,,,
956,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,2/26/2021 21:35,15,technology,,,,
957,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,heart,5/30/2021 10:00,60,technology,,,,
958,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,2/24/2021 17:09,15,technology,,,,
959,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,love,1/8/2021 15:13,65,technology,,,,
960,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,interested,10/13/2020 12:54,30,technology,,,,
961,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,heart,7/8/2020 11:52,60,technology,,,,
962,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,adore,2/16/2021 12:11,72,technology,,,,
963,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,8/1/2020 8:00,0,technology,,,,
964,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,hate,12/25/2020 22:21,5,technology,,,,
965,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,10/6/2020 11:27,0,technology,,,,
966,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,adore,11/4/2020 14:40,72,technology,,,,
967,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,peeking,11/22/2020 1:05,35,technology,,,,
968,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,cherish,9/7/2020 23:56,70,technology,,,,
969,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,6/5/2021 11:48,15,technology,,,,
970,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,hate,12/27/2020 22:57,5,technology,,,,
971,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,intrigued,9/25/2020 22:00,45,technology,,,,
972,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,adore,8/4/2020 11:20,72,technology,,,,
973,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,dislike,3/18/2021 18:58,10,technology,,,,
974,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,like,9/30/2020 9:07,50,technology,,,,
975,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,8/21/2020 20:14,15,technology,,,,
977,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,10/19/2020 3:36,45,healthy eating,,,,
978,457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,10/27/2020 21:57,72,healthy eating,,,,
979,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,6/30/2020 23:11,0,healthy eating,,,,
980,457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,2/5/2021 2:00,15,healthy eating,,,,
981,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,3/12/2021 23:07,45,healthy eating,,,,
982,457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,10/17/2020 4:55,60,healthy eating,,,,
983,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,5/22/2021 3:37,12,healthy eating,,,,
984,457301ee-3e87-40d8-8b82-ea4e1fa90e39,indifferent,6/24/2020 2:58,20,healthy eating,,,,
985,457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,3/13/2021 21:26,75,healthy eating,,,,
986,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,1/16/2021 1:40,0,healthy eating,,,,
987,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,5/21/2021 14:58,0,healthy eating,,,,
988,457301ee-3e87-40d8-8b82-ea4e1fa90e39,peeking,2/7/2021 13:05,35,healthy eating,,,,
989,457301ee-3e87-40d8-8b82-ea4e1fa90e39,interested,12/13/2020 0:37,30,healthy eating,,,,
990,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,3/11/2021 0:44,12,healthy eating,,,,
991,457301ee-3e87-40d8-8b82-ea4e1fa90e39,peeking,12/12/2020 15:42,35,healthy eating,,,,
992,457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,12/23/2020 12:51,72,healthy eating,,,,
993,457301ee-3e87-40d8-8b82-ea4e1fa90e39,love,2/3/2021 21:47,65,healthy eating,,,,
994,457301ee-3e87-40d8-8b82-ea4e1fa90e39,cherish,9/1/2020 22:44,70,healthy eating,,,,
995,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,10/1/2020 7:34,0,healthy eating,,,,
996,457301ee-3e87-40d8-8b82-ea4e1fa90e39,dislike,9/21/2020 17:07,10,healthy eating,,,,
997,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,4/16/2021 9:46,70,healthy eating,,,,
998,457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,11/12/2020 16:56,75,healthy eating,,,,
999,457301ee-3e87-40d8-8b82-ea4e1fa90e39,cherish,9/18/2020 23:23,70,healthy eating,,,,
1000,457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,7/25/2020 18:29,72,healthy eating,,,,
1001,457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,4/12/2021 23:07,75,healthy eating,,,,
1002,457301ee-3e87-40d8-8b82-ea4e1fa90e39,like,7/11/2020 0:31,50,healthy eating,,,,
1003,457301ee-3e87-40d8-8b82-ea4e1fa90e39,like,12/28/2020 0:27,50,healthy eating,,,,
1004,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,8/10/2020 5:25,70,healthy eating,,,,
1005,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,3/8/2021 12:14,12,healthy eating,,,,
1006,457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,11/28/2020 6:12,72,healthy eating,,,,
1007,457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,4/20/2021 2:53,72,healthy eating,,,,
1008,457301ee-3e87-40d8-8b82-ea4e1fa90e39,indifferent,1/18/2021 8:31,20,healthy eating,,,,
1009,457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,2/1/2021 7:58,15,healthy eating,,,,
1010,457301ee-3e87-40d8-8b82-ea4e1fa90e39,like,3/14/2021 7:00,50,healthy eating,,,,
1011,457301ee-3e87-40d8-8b82-ea4e1fa90e39,peeking,6/17/2021 13:42,35,healthy eating,,,,
1012,457301ee-3e87-40d8-8b82-ea4e1fa90e39,interested,9/26/2020 9:33,30,healthy eating,,,,
1013,457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,2/17/2021 18:29,15,healthy eating,,,,
1014,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,7/7/2020 12:17,0,healthy eating,,,,
1015,457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,3/26/2021 14:57,60,healthy eating,,,,
1016,457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,6/24/2020 22:06,75,healthy eating,,,,
1017,457301ee-3e87-40d8-8b82-ea4e1fa90e39,hate,1/13/2021 14:21,5,healthy eating,,,,
1018,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,1/26/2021 4:49,45,healthy eating,,,,
1019,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,1/8/2021 12:59,12,healthy eating,,,,
1020,457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,5/13/2021 8:45,72,healthy eating,,,,
1021,457301ee-3e87-40d8-8b82-ea4e1fa90e39,dislike,4/5/2021 6:47,10,healthy eating,,,,
1022,457301ee-3e87-40d8-8b82-ea4e1fa90e39,interested,4/28/2021 7:56,30,healthy eating,,,,
1023,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,1/20/2021 9:12,70,healthy eating,,,,
1025,4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,4/18/2021 19:52,70,animals,,,,
1026,4fa14453-7b29-4302-b51f-9aa23b472c1b,indifferent,5/25/2021 13:39,20,animals,,,,
1027,4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,4/13/2021 4:44,10,animals,,,,
1028,4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,9/7/2020 15:12,60,animals,,,,
1029,4fa14453-7b29-4302-b51f-9aa23b472c1b,indifferent,4/30/2021 19:43,20,animals,,,,
1030,4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,4/24/2021 12:10,60,animals,,,,
1031,4fa14453-7b29-4302-b51f-9aa23b472c1b,interested,7/26/2020 2:20,30,animals,,,,
1032,4fa14453-7b29-4302-b51f-9aa23b472c1b,adore,9/6/2020 9:22,72,animals,,,,
1033,4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,9/8/2020 15:30,0,animals,,,,
1034,4fa14453-7b29-4302-b51f-9aa23b472c1b,peeking,7/26/2020 6:28,35,animals,,,,
1035,4fa14453-7b29-4302-b51f-9aa23b472c1b,like,7/26/2020 17:43,50,animals,,,,
1036,4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,12/7/2020 7:49,10,animals,,,,
1037,4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,5/3/2021 2:36,10,animals,,,,
1038,4fa14453-7b29-4302-b51f-9aa23b472c1b,love,2/19/2021 3:09,65,animals,,,,
1039,4fa14453-7b29-4302-b51f-9aa23b472c1b,indifferent,1/27/2021 1:27,20,animals,,,,
1040,4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,11/14/2020 1:27,70,animals,,,,
1041,4fa14453-7b29-4302-b51f-9aa23b472c1b,worried,7/6/2020 5:30,12,animals,,,,
1042,4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,8/16/2020 19:30,70,animals,,,,
1043,4fa14453-7b29-4302-b51f-9aa23b472c1b,hate,1/22/2021 21:05,5,animals,,,,
1044,4fa14453-7b29-4302-b51f-9aa23b472c1b,want,10/5/2020 0:00,70,animals,,,,
1045,4fa14453-7b29-4302-b51f-9aa23b472c1b,like,2/16/2021 2:10,50,animals,,,,
1046,4fa14453-7b29-4302-b51f-9aa23b472c1b,intrigued,10/14/2020 8:12,45,animals,,,,
1047,4fa14453-7b29-4302-b51f-9aa23b472c1b,scared,10/30/2020 6:51,15,animals,,,,
1048,4fa14453-7b29-4302-b51f-9aa23b472c1b,interested,1/4/2021 16:17,30,animals,,,,
1049,4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,10/19/2020 19:31,10,animals,,,,
1051,16757b80-2803-4464-b5d7-e372d8d77337,hate,11/11/2020 18:52,5,technology,,,,
1053,ab4c4756-1c50-4136-bad9-3216e01ffac2,like,1/6/2021 17:22,50,fitness,,,,
1054,ab4c4756-1c50-4136-bad9-3216e01ffac2,interested,8/14/2020 7:38,30,fitness,,,,
1055,ab4c4756-1c50-4136-bad9-3216e01ffac2,super love,10/23/2020 7:06,75,fitness,,,,
1056,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,4/24/2021 11:52,0,fitness,,,,
1057,ab4c4756-1c50-4136-bad9-3216e01ffac2,like,1/4/2021 9:28,50,fitness,,,,
1058,ab4c4756-1c50-4136-bad9-3216e01ffac2,interested,1/6/2021 15:18,30,fitness,,,,
1059,ab4c4756-1c50-4136-bad9-3216e01ffac2,adore,10/14/2020 21:00,72,fitness,,,,
1060,ab4c4756-1c50-4136-bad9-3216e01ffac2,peeking,6/22/2020 2:00,35,fitness,,,,
1061,ab4c4756-1c50-4136-bad9-3216e01ffac2,dislike,3/21/2021 16:43,10,fitness,,,,
1062,ab4c4756-1c50-4136-bad9-3216e01ffac2,want,10/1/2020 17:11,70,fitness,,,,
1063,ab4c4756-1c50-4136-bad9-3216e01ffac2,worried,11/13/2020 10:55,12,fitness,,,,
1064,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,3/18/2021 22:16,0,fitness,,,,
1065,ab4c4756-1c50-4136-bad9-3216e01ffac2,like,6/13/2021 16:20,50,fitness,,,,
1066,ab4c4756-1c50-4136-bad9-3216e01ffac2,worried,1/7/2021 20:31,12,fitness,,,,
1067,ab4c4756-1c50-4136-bad9-3216e01ffac2,peeking,7/23/2020 16:45,35,fitness,,,,
1068,ab4c4756-1c50-4136-bad9-3216e01ffac2,like,4/17/2021 15:41,50,fitness,,,,
1069,ab4c4756-1c50-4136-bad9-3216e01ffac2,adore,4/23/2021 2:50,72,fitness,,,,
1070,ab4c4756-1c50-4136-bad9-3216e01ffac2,heart,10/30/2020 23:50,60,fitness,,,,
1071,ab4c4756-1c50-4136-bad9-3216e01ffac2,scared,8/17/2020 10:28,15,fitness,,,,
1072,ab4c4756-1c50-4136-bad9-3216e01ffac2,like,9/27/2020 6:06,50,fitness,,,,
1073,ab4c4756-1c50-4136-bad9-3216e01ffac2,adore,4/23/2021 5:13,72,fitness,,,,
1074,ab4c4756-1c50-4136-bad9-3216e01ffac2,peeking,3/23/2021 20:19,35,fitness,,,,
1075,ab4c4756-1c50-4136-bad9-3216e01ffac2,indifferent,12/30/2020 18:00,20,fitness,,,,
1076,ab4c4756-1c50-4136-bad9-3216e01ffac2,intrigued,7/30/2020 21:21,45,fitness,,,,
1077,ab4c4756-1c50-4136-bad9-3216e01ffac2,adore,10/5/2020 10:25,72,fitness,,,,
1078,ab4c4756-1c50-4136-bad9-3216e01ffac2,hate,7/17/2020 0:26,5,fitness,,,,
1080,4478d98e-43e8-4dc0-884d-c1115aa8b970,worried,7/29/2020 20:23,12,animals,,,,
1081,4478d98e-43e8-4dc0-884d-c1115aa8b970,hate,7/15/2020 3:34,5,animals,,,,
1082,4478d98e-43e8-4dc0-884d-c1115aa8b970,dislike,9/20/2020 7:23,10,animals,,,,
1083,4478d98e-43e8-4dc0-884d-c1115aa8b970,super love,10/10/2020 12:25,75,animals,,,,
1084,4478d98e-43e8-4dc0-884d-c1115aa8b970,like,12/26/2020 18:29,50,animals,,,,
1085,4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,10/31/2020 12:10,30,animals,,,,
1086,4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,9/21/2020 12:16,30,animals,,,,
1087,4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,5/9/2021 5:10,30,animals,,,,
1088,4478d98e-43e8-4dc0-884d-c1115aa8b970,love,9/29/2020 23:50,65,animals,,,,
1089,4478d98e-43e8-4dc0-884d-c1115aa8b970,disgust,7/5/2020 20:02,0,animals,,,,
1090,4478d98e-43e8-4dc0-884d-c1115aa8b970,super love,6/25/2020 8:02,75,animals,,,,
1091,4478d98e-43e8-4dc0-884d-c1115aa8b970,cherish,11/3/2020 21:53,70,animals,,,,
1092,4478d98e-43e8-4dc0-884d-c1115aa8b970,hate,3/4/2021 18:10,5,animals,,,,
1094,34f73132-fff6-4f01-a5ec-4b4b66461fc7,adore,4/27/2021 4:18,72,fitness,,,,
1095,34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,6/2/2021 15:37,70,fitness,,,,
1096,34f73132-fff6-4f01-a5ec-4b4b66461fc7,hate,1/24/2021 10:15,5,fitness,,,,
1097,34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,2/15/2021 16:07,60,fitness,,,,
1098,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,9/10/2020 17:30,15,fitness,,,,
1099,34f73132-fff6-4f01-a5ec-4b4b66461fc7,cherish,6/23/2020 0:21,70,fitness,,,,
1100,34f73132-fff6-4f01-a5ec-4b4b66461fc7,indifferent,7/26/2020 0:05,20,fitness,,,,
1101,34f73132-fff6-4f01-a5ec-4b4b66461fc7,cherish,7/1/2020 18:24,70,fitness,,,,
1102,34f73132-fff6-4f01-a5ec-4b4b66461fc7,like,3/31/2021 13:59,50,fitness,,,,
1103,34f73132-fff6-4f01-a5ec-4b4b66461fc7,like,11/19/2020 13:01,50,fitness,,,,
1104,34f73132-fff6-4f01-a5ec-4b4b66461fc7,peeking,1/16/2021 16:46,35,fitness,,,,
1105,34f73132-fff6-4f01-a5ec-4b4b66461fc7,love,10/25/2020 21:34,65,fitness,,,,
1106,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,11/12/2020 19:22,0,fitness,,,,
1107,34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,12/4/2020 1:31,60,fitness,,,,
1108,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,7/6/2020 23:09,45,fitness,,,,
1109,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,8/3/2020 3:42,15,fitness,,,,
1110,34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,4/28/2021 21:09,60,fitness,,,,
1111,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,9/21/2020 8:22,0,fitness,,,,
1112,34f73132-fff6-4f01-a5ec-4b4b66461fc7,super love,1/9/2021 1:09,75,fitness,,,,
1113,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,4/18/2021 13:09,0,fitness,,,,
1114,34f73132-fff6-4f01-a5ec-4b4b66461fc7,dislike,3/22/2021 8:07,10,fitness,,,,
1115,34f73132-fff6-4f01-a5ec-4b4b66461fc7,adore,8/26/2020 23:17,72,fitness,,,,
1116,34f73132-fff6-4f01-a5ec-4b4b66461fc7,adore,5/27/2021 17:18,72,fitness,,,,
1117,34f73132-fff6-4f01-a5ec-4b4b66461fc7,hate,12/4/2020 19:57,5,fitness,,,,
1118,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,3/23/2021 6:54,15,fitness,,,,
1119,34f73132-fff6-4f01-a5ec-4b4b66461fc7,super love,2/4/2021 3:57,75,fitness,,,,
1120,34f73132-fff6-4f01-a5ec-4b4b66461fc7,like,11/8/2020 16:08,50,fitness,,,,
1121,34f73132-fff6-4f01-a5ec-4b4b66461fc7,indifferent,8/25/2020 13:14,20,fitness,,,,
1122,34f73132-fff6-4f01-a5ec-4b4b66461fc7,peeking,6/1/2021 4:56,35,fitness,,,,
1123,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,2/22/2021 2:32,45,fitness,,,,
1124,34f73132-fff6-4f01-a5ec-4b4b66461fc7,worried,9/15/2020 15:57,12,fitness,,,,
1125,34f73132-fff6-4f01-a5ec-4b4b66461fc7,like,10/11/2020 7:33,50,fitness,,,,
1126,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,10/10/2020 5:06,15,fitness,,,,
1127,34f73132-fff6-4f01-a5ec-4b4b66461fc7,like,6/10/2021 8:11,50,fitness,,,,
1128,34f73132-fff6-4f01-a5ec-4b4b66461fc7,worried,5/28/2021 17:59,12,fitness,,,,
1129,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,1/27/2021 15:57,0,fitness,,,,
1130,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,11/8/2020 16:37,45,fitness,,,,
1131,34f73132-fff6-4f01-a5ec-4b4b66461fc7,hate,4/17/2021 17:55,5,fitness,,,,
1132,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,8/9/2020 14:35,45,fitness,,,,
1133,34f73132-fff6-4f01-a5ec-4b4b66461fc7,heart,8/7/2020 6:08,60,fitness,,,,
1134,34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,12/23/2020 0:09,70,fitness,,,,
1135,34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,6/23/2020 3:47,70,fitness,,,,
1136,34f73132-fff6-4f01-a5ec-4b4b66461fc7,worried,2/18/2021 17:27,12,fitness,,,,
1138,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,like,3/14/2021 23:32,50,veganism,,,,
1139,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,interested,11/5/2020 17:43,30,veganism,,,,
1140,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,cherish,6/30/2020 11:21,70,veganism,,,,
1141,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,adore,3/25/2021 13:52,72,veganism,,,,
1142,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,12/6/2020 6:14,0,veganism,,,,
1143,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,scared,5/29/2021 5:32,15,veganism,,,,
1144,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,cherish,9/8/2020 15:43,70,veganism,,,,
1145,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,scared,11/12/2020 18:44,15,veganism,,,,
1146,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,super love,9/1/2020 16:08,75,veganism,,,,
1147,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,intrigued,3/17/2021 2:28,45,veganism,,,,
1148,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,peeking,4/4/2021 8:34,35,veganism,,,,
1150,220d9dc1-f8a5-422d-b200-3819f3b89b2b,hate,7/9/2020 18:18,5,dogs,,,,
1151,220d9dc1-f8a5-422d-b200-3819f3b89b2b,peeking,9/19/2020 20:45,35,dogs,,,,
1152,220d9dc1-f8a5-422d-b200-3819f3b89b2b,scared,10/29/2020 13:28,15,dogs,,,,
1153,220d9dc1-f8a5-422d-b200-3819f3b89b2b,love,5/15/2021 0:36,65,dogs,,,,
1154,220d9dc1-f8a5-422d-b200-3819f3b89b2b,super love,12/11/2020 5:18,75,dogs,,,,
1155,220d9dc1-f8a5-422d-b200-3819f3b89b2b,dislike,1/28/2021 22:41,10,dogs,,,,
1156,220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,5/26/2021 20:51,60,dogs,,,,
1157,220d9dc1-f8a5-422d-b200-3819f3b89b2b,want,3/7/2021 15:45,70,dogs,,,,
1158,220d9dc1-f8a5-422d-b200-3819f3b89b2b,love,5/10/2021 10:01,65,dogs,,,,
1159,220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,1/1/2021 17:12,60,dogs,,,,
1160,220d9dc1-f8a5-422d-b200-3819f3b89b2b,adore,7/18/2020 20:13,72,dogs,,,,
1161,220d9dc1-f8a5-422d-b200-3819f3b89b2b,want,7/9/2020 9:15,70,dogs,,,,
1162,220d9dc1-f8a5-422d-b200-3819f3b89b2b,indifferent,6/18/2020 17:31,20,dogs,,,,
1163,220d9dc1-f8a5-422d-b200-3819f3b89b2b,heart,2/6/2021 9:30,60,dogs,,,,
1164,220d9dc1-f8a5-422d-b200-3819f3b89b2b,scared,12/28/2020 13:57,15,dogs,,,,
1165,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,11/18/2020 3:01,45,dogs,,,,
1166,220d9dc1-f8a5-422d-b200-3819f3b89b2b,peeking,2/14/2021 22:31,35,dogs,,,,
1167,220d9dc1-f8a5-422d-b200-3819f3b89b2b,scared,6/8/2021 2:30,15,dogs,,,,
1168,220d9dc1-f8a5-422d-b200-3819f3b89b2b,love,11/23/2020 1:32,65,dogs,,,,
